,question,location,corpus_id
1585,When should information be in such a clear and plain language that children can easily understand?,"{'reference': 'Given that children merit specific protection, any information and communication, where processing is addressed to a child, should be in such a clear and plain language that the child can easily understand.', 'start_chunk': 'Given that children merit specific protection, any information and communication, where processing', 'end_chunk': ' is addressed to a child, should be in such a clear and plain language that the child can easily understand.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1586,In what form could information be provided to the public?,"{'reference': 'Such information could be provided in electronic form, for example, when addressed to the public, through a website.', 'start_chunk': 'Such information could be provided in electronic form, for example, when addressed to the public,', 'end_chunk': 'through a website.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1587,What does the principle of transparency require any information addressed to the public to be?,"{'reference': 'The principle of transparency requires that any information addressed to the public or to the data subject be concise, easily accessible and easy to understand, and that clear and plain language and, additionally, where appropriate, visualisation be used.', 'start_chunk': 'The principle of transparency requires that any information addressed to the public or to the data subject', 'end_chunk': 'be concise, easily accessible and easy to understand, and that clear and plain language and, additionally, where appropriate, visualisation be used.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1588,"What makes it difficult for the data subject to know and understand whether, by whom and for what purpose personal data are being collected?","{'reference': 'This is of particular relevance in situations where the proliferation of actors and the technological complexity of practice make it difficult for the data subject to know and understand whether, by whom and for what purpose personal data relating to him or her are being collected, such as in the case of online advertising.', 'start_chunk': 'This is of particular relevance in situations where the proliferation of actors and the technological complexity of practice', 'end_chunk': 'make it difficult for the data subject to know and understand whether, by whom and for what purpose personal data relating to him or her are being collected, such as in the case of online advertising.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1589,What should the controller provide for facilitating the exercise of the data subject's rights?,"{'reference': ""Modalities should be provided for facilitating the exercise of the data subject's rights under this Regulation."", 'start_chunk': 0, 'end_chunk': 16}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1590,How should the controller respond to requests from the data subject?,"{'reference': 'The controller should be obliged to respond to requests from the data subject without undue delay and at the latest within one month.', 'start_chunk': 206, 'end_chunk': 281}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1591,When was Official Journal of the European Union EN released?,"{'reference': '4.5.2016 L 119/11 Official Journal of the European Union EN', 'start_chunk': 326, 'end_chunk': 372}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1592,What should the controller provide especially where personal data are processed by electronic means?,"{'reference': 'The controller should also provide means for requests to be made electronically, especially where personal data are processed by electronic means.', 'start_chunk': 163, 'end_chunk': 258}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1593,Who is required to provide further information to the data subject to ensure fair and transparent processing?,"{'text': 'The controller should provide the data subject with any further information necessary to ensure fair and transparent processing taking into account the specific circumstances and context in which the personal data are processed.', 'start_chunk': 34, 'end_chunk': 203}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1594,Who should be informed of the existence of profiling?,"{'text': 'Furthermore, the data subject should be informed of the existence of profiling and the consequences of such profiling.', 'start_chunk': 204, 'end_chunk': 284}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1595,What are the purposes of the principles of fair and transparent processing?,"{'text': 'The principles of fair and transparent processing require that the data subject be informed of the existence of the processing operation and its purposes.', 'start_chunk': 0, 'end_chunk': 123}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1596,How should the icons be presented if they are provided electronically?,"{'text': 'Where the icons are presented electronically, they should be machine-readable.', 'start_chunk': 521, 'end_chunk': 575}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1597,When should information about the processing of personal data be given to the data subject if the data are collected directly from them?,"{'text': 'The information in relation to the processing of personal data relating to the data subject should be given to him or her at the time of collection from the data subject', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1598,When should the data subject be informed if personal data are obtained from another source?,"{'text': 'where the personal data are obtained from another source, within a reasonable period, depending on the circumstances of the case', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1599,When should the data subject be informed if personal data are first disclosed to another recipient?,"{'text': 'the data subject should be informed when the personal data are first disclosed to the recipient', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1600,What should be provided to the data subject if the origin of the personal data cannot be provided due to various sources being used?,"{'text': 'Where the origin of the personal data cannot be provided to the data subject because various sources have been used, general information should be provided', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1601,Under what circumstances is it not necessary to provide information to the data subject?,"{'text': 'However, it is not necessary to impose the obligation to provide information where the data subject already possesses the information, where the recording or disclosure of the personal data is expressly laid down by law or where the provision of information to the data subject proves to be impossible or would involve a disproportionate effort.', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1602,What purposes might make the provision of information involve a disproportionate effort?,"{'text': 'The latter could in particular be the case where processing is carried out for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes.', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1603,What factors should be taken into consideration in regard to the effort to provide information?,"{'text': 'In that regard, the number of data subjects, the age of the data and any appropriate safeguards adopted should be taken into consideration.', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1604,Which purposes could make the provision of information involve a disproportionate effort?,"{'text': 'The latter could in particular be the case where processing is carried out for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes.', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1605,Who should have the right of access to personal data?,"{'text': 'A data subject should have the right of access to personal data which have been collected concerning him or her', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1606,What should a data subject have the right to access?,"{'text': 'A data subject should have the right of access to personal data which have been collected concerning him or her', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1607,What should be included in the right of access for data subjects?,"{'text': 'This includes the right for data subjects to have access to data concerning their health, for example the data in their medical records containing information such as diagnoses, examination results, assessments by treating physicians and any treatment or interventions provided', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1608,Who should have the right to know the purposes for which personal data are processed?,"{'text': 'Every data subject should therefore have the right to know and obtain communication in particular with regard to the purposes for which the personal data are processed', 'start_chunk': 2, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1609,What right should not adversely affect the rights or freedoms of others?,"{'start_chunk': 434, 'end_chunk': 521, 'text': 'That right should not adversely affect the rights or freedoms of others, including trade secrets or intellectual property and in particular the copyright protecting the software.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1610,What should the controller provide when possible?,"{'start_chunk': 274, 'end_chunk': 386, 'text': 'Where possible, the controller should be able to provide remote access to a secure system which would provide the data subject with direct access to his or her personal data.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1611,What should every data subject have the right to know?,"{'start_chunk': 12, 'end_chunk': 248, 'text': 'Every data subject should therefore have the right to know and obtain communication in particular with regard to the purposes for which the personal data are processed, where possible the period for which the personal data are processed, the recipients of the personal data, the logic involved in any automatic personal data processing and, at least when based on profiling, the consequences of such processing.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1612,What should not be refused to the data subject?,"{'start_chunk': 553, 'end_chunk': 617, 'text': 'However, the result of those considerations should not be a refusal to provide all information to the data subject.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1613,What should the controller request if they process a large quantity of information about the data subject before delivering the information?,"{'text': 'the controller should be able to request that, before the information is delivered, the data subject specify the information or processing activities to which the request relates.', 'start_chunk': 'the controller should be able to request that,', 'end_chunk': 'the request relates.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1614,What should the controller provide if possible?,"{'text': 'the controller should be able to provide remote access to a secure system which would provide the data subject with direct access to his or her personal data.', 'start_chunk': 'the controller should be able to provide remote access', 'end_chunk': 'his or her personal data.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1615,What should not be refused to the data subject despite certain considerations?,"{'text': 'the result of those considerations should not be a refusal to provide all information to the data subject.', 'start_chunk': 'the result of those considerations should not be', 'end_chunk': 'the data subject.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1616,What rights should not be adversely affected by the data subject's right to access personal data?,"{'text': 'That right should not adversely affect the rights or freedoms of others, including trade secrets or intellectual property and in particular the copyright protecting the software.', 'start_chunk': 'That right should not adversely affect the rights or freedoms', 'end_chunk': 'protecting the software.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1617,What should a controller use to verify the identity of a data subject?,"{'text': 'The controller should use all reasonable measures to verify the identity of a data subject who requests access, in particular in the context of online services and online identifiers.', 'start_chunk': 'The controller', 'end_chunk': 'online identifiers.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1618,For what purpose should a controller not retain personal data?,"{'text': 'A controller should not retain personal data for the sole purpose of being able to react to potential requests.', 'start_chunk': 'A controller', 'end_chunk': 'potential requests.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1619,In what context should all reasonable measures be used to verify the identity of a data subject?,"{'text': 'The controller should use all reasonable measures to verify the identity of a data subject who requests access, in particular in the context of online services and online identifiers.', 'start_chunk': 'in particular', 'end_chunk': 'online identifiers.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1620,Who should use all reasonable measures to verify the identity of a data subject?,"{'text': 'The controller should use all reasonable measures to verify the identity of a data subject who requests access...', 'start_chunk': 'The controller', 'end_chunk': 'requests access'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1621,What right should a data subject have when personal data are no longer necessary in relation to the purposes for which they are collected?,"{'text': 'In particular, a data subject should have the right to have his or her personal data erased and no longer processed where the personal data are no longer necessary in relation to the purposes for which they are collected or otherwise processed', 'start_chunk': 160, 'end_chunk': 321}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1622,What should a data subject have the right to do if they withdraw their consent?,"{'text': 'where a data subject has withdrawn his or her consent or objects to the processing of personal data concerning him or her, or where the processing of his or her personal data does not otherwise comply with this Regulation', 'start_chunk': 324, 'end_chunk': 481}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1623,Who is the regulation applicable to?,"{'text': 'where the retention of such data infringes this Regulation or Union or Member State law to which the controller is subject', 'start_chunk': 87, 'end_chunk': 160}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1624,When is the right to be forgotten particularly relevant?,"{'text': 'That right is relevant in particular where the data subject has given 4.5.2016 L 119/12 Official Journal of the European Union EN his or her consent as a child and is not fully aware of the risks involved by the processing, and later wants to remove such personal data, especially on the internet', 'start_chunk': 485, 'end_chunk': 748}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1625,When was the Official Journal of the European Union document published?,"{'start_chunk': 38, 'end_chunk': 129, 'text': '4.5.2016 L 119/12 Official Journal of the European Union'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1626,Who should be able to exercise the right mentioned notwithstanding no longer being a child?,"{'start_chunk': 111, 'end_chunk': 320, 'text': 'The data subject should be able to exercise that right notwithstanding the fact that he or she is no longer a child.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1627,In what situation is the data subject not fully aware of the risks involved by the processing?,"{'start_chunk': 0, 'end_chunk': 162, 'text': 'That right is relevant in particular where the data subject has given his or her consent as a child and is not fully aware of the risks involved by the processing,'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1628,Under what conditions could the further retention of personal data be considered lawful for compliance?,"{'start_chunk': 320, 'end_chunk': 826, 'text': 'the further retention of the personal data should be lawful where it is necessary, for exercising the right of freedom of expression and information, for compliance with a legal obligation, for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller, on the grounds of public interest in the area of public health, for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, or for the establishment, exercise or defence of legal claims.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1629,What should a controller take into account when taking reasonable steps to inform other controllers?,"{'text': 'That controller should take reasonable steps, taking into account available technology and the means available to the controller, including technical measures', 'start_chunk': 206, 'end_chunk': 306}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1630,What obligation does a controller have if they have made personal data public?,"{'text': 'a controller who has made the personal data public should be obliged to inform the controllers which are processing such personal data to erase any links to, or copies or replications of those personal data', 'start_chunk': 88, 'end_chunk': 214}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1631,What is the aim of extending the right to erasure?,"{'text': 'To strengthen the right to be forgotten in the online environment, the right to erasure should also be extended', 'start_chunk': 0, 'end_chunk': 111}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1632,What should be informed to other controllers processing the data?,"{'text': ""to inform the controllers which are processing the personal data of the data subject's request"", 'start_chunk': 330, 'end_chunk': 403}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1633,What methods are mentioned for restricting the processing of personal data?,"Methods by which to restrict the processing of personal data could include, inter alia, temporarily moving the selected data to another processing system, making the selected personal data unavailable to users, or temporarily removing published data from a website.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1634,How should the restriction of processing be ensured in automated filing systems?,"In automated filing systems, the restriction of processing should in principle be ensured by technical means in such a manner that the personal data are not subject to further processing operations and cannot be changed.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1635,What should be clearly indicated in the system?,The fact that the processing of personal data is restricted should be clearly indicated in the system.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1636,What does Recital 67 focus on?,Recital 67 Methods by which to restrict the processing of personal data,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1637,In what format should data subject's personal data be received?,"{'text': 'The data subject should also be allowed to receive personal data concerning him or her which he or she has provided to a controller in a structured, commonly used, machine-readable and interoperable format', 'start_chunk': 'The data subject should also be allowed', 'end_chunk': 'machine-readable and interoperable format'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1638,Who should develop interoperable formats for data portability?,"{'text': 'Data controllers should be encouraged to develop interoperable formats that enable data portability', 'start_chunk': 'Data controllers should be encouraged', 'end_chunk': 'that enable data portability'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1639,What basis of personal data processing allows the data subject to transmit personal data to another controller?,"{'text': 'That right should apply where the data subject provided the personal data on the basis of his or her consent or the processing is necessary for the performance of a contract', 'start_chunk': 'That right should apply where', 'end_chunk': 'for the performance of a contract'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1640,When should the right to receive and transmit personal data not be exercised?,"{'text': 'It should not apply where processing is based on a legal ground other than consent or contract', 'start_chunk': 'It should not apply where', 'end_chunk': 'legal ground other than consent or contract'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1641,Under what condition should the right to data portability not be exercised against controllers?,"{'start_chunk': 'By its very nature, that right should not be exercised against controllers processing personal data in the exercise of their public duties.', 'end_chunk': 'By its very nature, that right should not be exercised against controllers processing personal data in the exercise of their public duties.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1642,What should not apply where the processing of personal data is necessary for compliance with a legal obligation?,"{'start_chunk': 'It should therefore not apply where the processing of the personal data is necessary for compliance with a legal obligation to which the controller is subject', 'end_chunk': 'It should therefore not apply where the processing of the personal data is necessary for compliance with a legal obligation to which the controller is subject or for the performance of a task carried out in the public interest or in the exercise of an official authority vested in the controller.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1643,What should data controllers be encouraged to develop?,"{'start_chunk': 'Data controllers should be encouraged to develop interoperable formats', 'end_chunk': 'Data controllers should be encouraged to develop interoperable formats that enable data portability.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1644,Who should not face an obligation to adopt technically compatible processing systems?,"{'start_chunk': ""The data subject's right to transmit or receive personal data concerning him or her should not create an obligation for the controllers"", 'end_chunk': ""The data subject's right to transmit or receive personal data concerning him or her should not create an obligation for the controllers to adopt or maintain processing systems which are technically compatible.""}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1645,Who is exempt from compliance when processing personal data for legal obligation?,"{'reference': 'the processing of the personal data is necessary for compliance with a legal obligation to which the controller is subject', 'start_chunk': 43, 'end_chunk': 138}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1646,Under what condition should the data subject's right to transmit or receive personal data not create an obligation for the controllers?,"{'reference': ""The data subject's right to transmit or receive personal data concerning him or her should not create an obligation for the controllers to adopt or maintain processing systems which are technically compatible"", 'start_chunk': 167, 'end_chunk': 349}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1647,Should the right to receive personal data prejudice the rights and freedoms of other data subjects?,"{'reference': 'the right to receive the personal data should be without prejudice to the rights and freedoms of other data subjects in accordance with this Regulation', 'start_chunk': 431, 'end_chunk': 578}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1648,What should not apply where processing is necessary for compliance with a legal obligation?,"{'reference': 'It should therefore not apply where the processing of the personal data is necessary for compliance with a legal obligation', 'start_chunk': 1, 'end_chunk': 109}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1649,What should not create an obligation for the controllers?,"{'text': ""The data subject's right to transmit or receive personal data concerning him or her should not create an obligation for the controllers to adopt or maintain processing systems which are technically compatible."", 'start_chunk': 0, 'end_chunk': 182}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1650,Should the right to receive personal data prejudice the rights and freedoms of other data subjects?,"{'text': 'Where, in a certain set of personal data, more than one data subject is concerned, the right to receive the personal data should be without prejudice to the rights and freedoms of other data subjects in accordance with this Regulation.', 'start_chunk': 183, 'end_chunk': 385}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1651,What is the right to erasure of personal data subject to?,"{'text': 'Furthermore, that right should not prejudice the right of the data subject to obtain the erasure of personal data and the limitations of that right as set out in this Regulation', 'start_chunk': 386, 'end_chunk': 538}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1652,For what purpose might personal data provided by the data subject not be erased?,"{'text': 'the right should, in particular, not imply the erasure of personal data concerning the data subject which have been provided by him or her for the performance of a contract to the extent that and for as long as the personal data are necessary for the performance of that contract', 'start_chunk': 539, 'end_chunk': 762}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1653,What right should not prejudice the right of the data subject?,"{'start_chunk': 'Furthermore, that right should not prejudice the right of the data subject to obtain the erasure of personal data', 'end_chunk': 'of personal data'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1654,Who should have the right to have personal data transmitted directly from one controller to another?,"{'start_chunk': 'Where technically feasible, the data subject should have the right to have the personal data', 'end_chunk': 'from one controller to another'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1655,What should not imply the erasure of personal data concerning the data subject that have been provided for the performance of a contract?,"{'start_chunk': 'that right as set out in this Regulation and should, in particular, not imply the erasure of personal data', 'end_chunk': 'of that contract'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1656,What conditions must be met for personal data not to be erased if they have been provided for the performance of a contract?,"{'start_chunk': 'for the performance of a contract to the extent that and for as long as the personal data are necessary for the', 'end_chunk': 'of that contract'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1657,Under what conditions might personal data be lawfully processed?,"Where personal data might lawfully be processed because processing is necessary for the performance of a task carried out in the public interest or in the exercise of official authority vested in the controller, or on grounds of the legitimate interests of a controller or a third party, a data subject should, nevertheless, be entitled to object to the processing of any personal data relating to his or her particular situation.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1658,Who should demonstrate that its compelling legitimate interest overrides the interests or rights of the data subject?,It should be for the controller to demonstrate that its compelling legitimate interest overrides the interests or the fundamental rights and freedoms of the data subject.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1659,What could a data subject object to?,"a data subject should, nevertheless, be entitled to object to the processing of any personal data relating to his or her particular situation.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1660,Whose interests might the controller's compelling legitimate interest override?,It should be for the controller to demonstrate that its compelling legitimate interest overrides the interests or the fundamental rights and freedoms of the data subject.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1661,What should the data subject have the right to object to?,"{'exact_text': 'the data subject should have the right to object to such processing, including profiling to the extent that it is related to such direct marketing', 'start_chunk': 'the data subject should have the right', 'end_chunk': 'it is related to such direct marketing'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1662,When should the right to object be brought to the data subject's attention?,"{'exact_text': 'That right should be explicitly brought to the attention of the data subject and presented clearly and separately from any other information.', 'start_chunk': 'That right should be', 'end_chunk': 'from any other information.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1663,"According to the excerpt, for what purpose might personal data be processed?","{'exact_text': 'Where personal data are processed for the purposes of direct marketing', 'start_chunk': 'Where personal data are processed', 'end_chunk': 'purposes of direct marketing'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1664,What should be free of charge?,"{'exact_text': 'at any time and free of charge.', 'start_chunk': 'at any time and', 'end_chunk': 'free of charge.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1665,What right should the data subject have regarding automated decisions that produce legal effects?,"{'start_chunk': 0, 'end_chunk': 31, 'text': 'The data subject should have the right not to be subject to a decision, which may include a measure, evaluating personal aspects relating to him or her which is based solely on automated processing and which produces legal effects concerning him or her or similarly significantly affects him or her'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1666,What are two examples of automated decision-making processes mentioned that involve no human intervention?,"{'start_chunk': 166, 'end_chunk': 323, 'text': 'such as automatic refusal of an online credit application or e-recruiting practices without any human intervention'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1667,What does 'profiling' consist of according to the text?,"{'start_chunk': 325, 'end_chunk': 383, 'text': '‘profiling’ that consists of any form of automated processing of personal data evaluating the personal aspects relating to a natural person'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1668,What aspects concerning the data subject can automated processing analyze or predict?,"{'start_chunk': 393, 'end_chunk': 585, 'text': ""in particular to analyse or predict aspects concerning the data subject's performance at work, economic situation, health, personal preferences or interests, reliability or behaviour, location or movements, where it produces legal effects concerning him or her or similarly significantly affects him or her""}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1669,What should decision-making based on profiling be expressly authorised by?,"decision-making based on such processing, including profiling, should be allowed where expressly authorised by Union or Member State law to which the controller is subject",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
