,question,references,corpus_id,Unnamed: 0,location
1689,What must the user do in the case of an unauthorized or erroneous payment?,"{'text': 'In particular, in the case of an unauthorized or erroneous payment, the user is required to notify the provider within a specified timeframe as soon as they become aware of the corresponding transaction', 'start_chunk': 'In particular, in the case', 'end_chunk': 'corresponding transaction'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1690,What can not be contractually modified to the detriment of users?,"{'text': 'The provisions of Law 4357/2018 establish mandatory legal regulations in favor of users of payment services and cannot be contractually modified to their detriment, but only to their benefit.', 'start_chunk': 'The provisions of Law 4357/2018 establish mandatory legal regulations in favor of users of payment services', 'end_chunk': 'only to their benefit.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1691,Who has the obligation to inform their contracting customer after receiving a relevant order for a payment?,"{'text': 'Obligation of the payment service provider, such as banks, to inform their contracting customer after receiving a relevant order for a payment to be made on their behalf', 'start_chunk': 'Obligation of the payment service provider', 'end_chunk': 'on their behalf'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1692,Which Law establishes mandatory legal regulations in favor of users of payment services?,"{'text': 'The provisions of Law 4357/2018 establish mandatory legal regulations in favor of users of payment services', 'start_chunk': 1, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1693,Which Law is mentioned in connection with supplier liability?,"{'text': 'This responsibility of banks may also stem from Law 2251/1994, as they provide services to the public and are considered suppliers.', 'start_chunk': 6, 'end_chunk': 7}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1694,What does the court partially accept?,"{'text': 'The court partially accepts the lawsuit.', 'start_chunk': 15, 'end_chunk': 16}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1695,Who are considered suppliers according to Law 2251/1994?,"{'text': 'This responsibility of banks may also stem from Law 2251/1994, as they provide services to the public and are considered suppliers.', 'start_chunk': 6, 'end_chunk': 7}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1696,Who is the beneficiary of the account?,"{'start_chunk': 'The beneficiary of the aforementioned account is ......... born on 16/05/1995 in the Municipality of .........', 'end_chunk': 'residing at .............., with ID number .................... issued on 02/10/2009 by T.A .............. and tax number ............. from the tax office ...................'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1697,What was the amount transferred from her account?,"{'start_chunk': 'personal information, resulting in an unknown perpetrator intercepting her online banking credentials and making a transfer totaling 7,000.00 euros', 'end_chunk': 'to account number ................ of the bank .........'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1698,On what date was she sent the email?,"{'start_chunk': 'On 01/09/2021, an unknown perpetrator sent an email to her from the electronic address', 'end_chunk': '............... in which they stated that for security reasons she needed to confirm her account with the bank .......'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1699,What did she enter after following the hyperlink from the email?,"{'start_chunk': 'Not realizing that it was a scam, she followed the attached hyperlink, entered her personal information', 'end_chunk': 'resulting in an unknown perpetrator intercepting her online banking credentials and making a transfer'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1700,How much do the criminal proceeds amount to?,"{'text': 'The criminal proceeds reportedly arising from the above criminal activity amount to a total of seven thousand euros (7,000.00€).', 'start_chunk': 'The criminal proceeds', 'end_chunk': 'seven thousand euros (7,000.00€).'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1701,With what did she allegedly mix the unlawfully appropriated criminal proceeds?,"{'text': 'mixed with other legally held assets', 'start_chunk': 'mixed with', 'end_chunk': 'other legally held assets'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1702,What is the primary criminal act she is suspected of committing beyond the initial offense?,"{'text': 'the criminal act of “Money Laundering”', 'start_chunk': 'the criminal', 'end_chunk': '“Money Laundering”'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1703,"According to what law is “Money Laundering” criminalized, as mentioned in the text?","{'text': 'Money Laundering” (Article 2 §1 a, d of Law 4557/2018, in conjunction with Article 4 subparagraph z of the same law as it stands, as well as Article 39 paragraph 1 subparagraphs a & c of the same Law 4557/2018)', 'start_chunk': 'Money Laundering”', 'end_chunk': 'Law 4557/2018)'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1704,What does the criminal act of 'Money Laundering' reference in this excerpt?,"Money Laundering (Article 2 §1 a, d of Law 4557/2018, in conjunction with Article 4 subparagraph z of the same law as it stands, as well as Article 39 paragraph 1 subparagraphs a & c of the same Law 4557/2018).",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1705,Which article of Law 4557/2018 is referenced along with Article 2 §1 concerning 'Money Laundering'?,"Money Laundering (Article 2 §1 a, d of Law 4557/2018, in conjunction with Article 4 subparagraph z of the same law as it stands, as well as Article 39 paragraph 1 subparagraphs a & c of the same Law 4557/2018).",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1706,Which article of Law 4557/2018 includes subparagraphs a & c?,"Money Laundering (Article 2 §1 a, d of Law 4557/2018, in conjunction with Article 4 subparagraph z of the same law as it stands, as well as Article 39 paragraph 1 subparagraphs a & c of the same Law 4557/2018).",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1707,What is the number of the bank account in question?,bank account numbered .......... maintained at the bank .....................,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1708,Which law articles are cited as reasons for the asset seizure?,Articles 40 and 42 of Law 4557/2018,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1709,What is the goal of placing the monetary amount behind banking secrecy?,to conceal its true origin and ultimately to launder it,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1710,What action is prohibited regarding the assets due to the lawful reason and urgent case?,prohibiting the sale or any other transfer,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1711,What is the beneficiary of the bank account suspected of doing?,contains part of the monetary amount from the aforementioned criminal activity,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Council of the Misdemeanor Court of Rhodes 21-2022.txt,,
1712,Which court ordered the bank to return the amount withdrawn from the plaintiffs' account?,"{'text': ""The Athens Peace Court ordered the bank to return the amount that was withdrawn from the plaintiffs' account..."", 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1713,On what date did the act occur?,"{'text': 'Time of the act: 31.08.2022', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1714,What type of court case is this?,"{'text': 'Court (Civil/Criminal): Civil', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1715,What is the outcome of the court case?,"{'text': 'Outcome (not guilty, guilty): Partially accepts the claim.', 'start_chunk': 0, 'end_chunk': 0}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1716,What type of fraud was involved in this case?,"{'text': 'The case concerns plaintiffs who fell victim to electronic fraud via phishing...', 'start_chunk': 'The case concerns plaintiffs who fell victim to electronic fraud via phishing', 'end_chunk': '…resulting in the withdrawal of money from their bank account.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1717,Who is responsible for the financial loss according to the court?,"{'text': 'The court determined that the bank is responsible for the loss of the money...', 'start_chunk': 'The court determined that the bank is responsible for the loss of the money,', 'end_chunk': '…as it did not prove that the transactions were authorized by the plaintiffs.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1718,What additional compensation did the court order the bank to pay?,"{'text': 'The Athens Peace Court ordered the bank to... pay additional compensation for the moral damage they suffered.', 'start_chunk': ""The Athens Peace Court ordered the bank to return the amount that was withdrawn from the plaintiffs' account and to"", 'end_chunk': '...pay additional compensation for the moral damage they suffered.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1719,What did the plaintiffs claim the bank failed to do?,"{'text': 'The plaintiffs claimed that the bank did not take the necessary security measures to protect their accounts...', 'start_chunk': 'The plaintiffs claimed that the bank did not take the necessary security measures to protect their accounts', 'end_chunk': '…and sought compensation for the financial loss and moral damage they suffered.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Athens 1496-2024.txt,,
1720,What type of court is indicated in the text?,"{'reference': 'Court (Civil/Criminal): Civil', 'start_chunk': 0, 'end_chunk': 28}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1721,What was the outcome of the lawsuit?,"{'reference': 'Rejects the lawsuit.', 'start_chunk': 56, 'end_chunk': 74}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1722,Is the court handling a civil or criminal case?,"{'reference': 'Court (Civil/Criminal): Civil', 'start_chunk': 0, 'end_chunk': 28}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1723,What section mentions the time of the act's commission?,"{'reference': 'Time of commission of the act:', 'start_chunk': 29, 'end_chunk': 55}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1724,What type of networks did the plaintiff subscribe to through the defendant bank?,"{'text': 'the plaintiff became a subscriber to the alternative service networks provided by the defendant bank through online banking', 'start_chunk': 'the plaintiff became a subscriber', 'end_chunk': 'through online banking'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1725,On what date did the plaintiff become a subscriber?,"{'text': 'the application/contract dated January 9, 2019', 'start_chunk': 'the application/contract', 'end_chunk': 'dated January 9, 2019'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1726,What does the plaintiff enter to access her personal account?,"{'text': 'by entering her username and password to access her personal account', 'start_chunk': 'by entering her username', 'end_chunk': 'to access her personal account'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1727,Where can the plaintiff conduct transactions from using the subscriber code?,"{'text': 'from fixed or mobile devices (computers, smartphones, tablets)', 'start_chunk': 'from fixed or mobile devices', 'end_chunk': 'tablets)'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1728,What devices can the plaintiff use to conduct transactions without physical presence at the branches of the defendant bank?,"{'text': 'Thus enabling her to conduct transactions without her physical presence at the branches of the defendant bank, from fixed or mobile devices (computers, smartphones, tablets), by entering her username and password to access her personal account.', 'start_chunk': 'Thus enabling her', 'end_chunk': 'to access her personal account.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1729,What does the defendant bank require to ensure the protection of its customers using the application?,"{'text': ""According to the terms of the above contract between the parties, the defendant bank (to ensure the protection of its customers in using this application) requires three stages of identification: 1) the input of the customer's personal codes (username and password) in the application .........................., 2) the input of a six-digit code (.................."", 'start_chunk': 'According to the terms', 'end_chunk': 'a six-digit code (..................'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1730,Who requires three stages of identification?,"{'text': 'defendant bank (to ensure the protection of its customers in using this application) requires three stages of identification', 'start_chunk': 'the defendant bank (to ensure', 'end_chunk': 'three stages of identification'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1731,What does the defendant bank require to ensure the protection of its customers?,"{'text': 'the defendant bank (to ensure the protection of its customers in using this application) requires three stages of identification', 'start_chunk': 'the defendant bank (to ensure', 'end_chunk': 'three stages of identification'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1732,What is sent via SMS to the mobile number provided by the customer?,"{'text': 'the input of a six-digit code (...................) sent via SMS to the mobile number provided by the customer', 'start_chunk': 'the input of a six-digit code', 'end_chunk': 'provided by the customer'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1733,What is the purpose of the new six-digit code sent in a new SMS?,"{'text': 'the input of a new six-digit code (.................) sent in a new SMS to the mobile number provided by the customer, to authenticate the device on which the aforementioned application is installed', 'start_chunk': 'the input of a new six-digit code', 'end_chunk': 'which the aforementioned application is installed'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1734,When did the defendant bank send the security code to the plaintiff?,the defendant bank sent the aforementioned date and time of 00:14,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1735,What information did the plaintiff enter on the fake page?,"entered her login credentials (i.e., username and password) on the (fake) page",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1736,How did the perpetrators acquire the plaintiff's personal information?,the perpetrators acquired the plaintiff's personal information and subsequently entered it into the application,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1737,What did the perpetrators install on their own mobile phone?,that they had installed on their own mobile phone,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1738,At what time did the second SMS from the defendant bank arrive on the plaintiff's mobile phone?,"{'text': 'Subsequently, the defendant sent, at 00:17, another SMS to the plaintiff\'s mobile phone with the security code .................., containing the message "".........................................""', 'start_chunk': 66, 'end_chunk': 75}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1739,What did the defendant bank send at 00:14?,"{'text': 'the defendant bank sent the aforementioned date and time of 00:14, a security code to the plaintiff\'s mobile phone via SMS, with the content "".................................`.""', 'start_chunk': 60, 'end_chunk': 109}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1740,What time did the defendant bank send a message that was not used?,"{'text': 'It is noted that the defendant sent another message to the plaintiff\'s mobile phone at 00:15, specifically "".........................."", which was not used', 'start_chunk': 21, 'end_chunk': 68}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1741,To whose mobile phone did the defendant bank send the security codes?,"{'text': ""the defendant bank sent the aforementioned date and time of 00:14, a security code to the plaintiff's mobile phone via SMS"", 'start_chunk': 60, 'end_chunk': 95}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1742,What time did the defendant send the second SMS?,"{'text': '.................., containing the message ""........................................."", to complete the third stage of identification. It is noted that the defendant sent another message to the plaintiff\'s mobile phone at 00:15, specifically "".........................."", which was not used (perhaps because it was entered incorrectly by the plaintiff). It was later proven', 'start_chunk': 231, 'end_chunk': 434}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1743,How much total amount was charged to the plaintiff's account?,"{'text': ""not used (perhaps because it was entered incorrectly by the plaintiff). It was later proven that the unknown perpetrators charged the plaintiff's account with a total amount of €2,800.00 and an equivalent credit"", 'start_chunk': 400, 'end_chunk': 510}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1744,At what time did the defendant send the first message to the plaintiff's mobile phone?,"{'text': 'containing the message ""........................................."", to complete the third stage of identification. It is noted that the defendant sent another message to the plaintiff\'s mobile phone at 00:15, specifically "".........................."", which was not used', 'start_chunk': 231, 'end_chunk': 373}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1745,To whom did the plaintiff submit a dispute?,"{'text': 'amount of €2,800.00 and an equivalent credit to a bank account held similarly at the defendant bank, with the beneficiary being ............. The plaintiff contacted the defendant, submitting a dispute over the above transactions and simultaneously filed a complaint against any responsible party for the crimes of fraud and embezzlement', 'start_chunk': 586, 'end_chunk': 807}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1746,What amount was charged to the plaintiff's account?,"{'reference': ""the unknown perpetrators charged the plaintiff's account with a total amount of €2,800.00"", 'start_chunk': 'unknown perpetrators', 'end_chunk': '€2,800.00'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1747,What crimes were listed in the complaint filed by the plaintiff?,"{'reference': 'filed a complaint against any responsible party for the crimes of fraud and embezzlement', 'start_chunk': 'filed a complaint', 'end_chunk': 'embezlement'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1748,What did the defendant bank provide to the plaintiff after locking her subscription?,"{'reference': ""The defendant locked the plaintiff's subscription and provided her with new codes"", 'start_chunk': 'provided', 'end_chunk': 'codes'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1749,What action did the defendant take regarding the account to which the plaintiff's money was transferred?,"{'reference': 'the defendant froze the account to which her money was transferred', 'start_chunk': 'defendant froze', 'end_chunk': 'transferred'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1750,How much money did the defendant agree to return to the plaintiff?,"{'text': 'consented to the return to the plaintiff of the amount of €239.54', 'start_chunk': 'consented to the return', 'end_chunk': 'of €239.54'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1751,What amount remained in the account after the fraudulent transfer?,"{'text': 'that she fell victim to electronic fraud, being used by the aforementioned perpetrators as a front person', 'start_chunk': 'that she fell', 'end_chunk': 'as a front person'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1752,What did the plaintiff do after her account was credited with €239.54?,"{'text': 'the plaintiff stated in a declaration that after the crediting of her account with the amount of €239.54, she has no further claims against the defendant regarding the above history', 'start_chunk': 'the plaintiff stated', 'end_chunk': 'the above history'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1753,Through which medium did the plaintiff initially access the fraudulent page?,"{'text': 'it was established that the plaintiff accessed the fraudulent page, entering her username and password and subsequently the codes ....., which were sent to her mobile phone by the defendant bank', 'start_chunk': 'it was established', 'end_chunk': 'sent to her mobile phone'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1754,What information does the defendant bank provide via its website?,"{'text': '...regarding the defendant, it was established that through its website ......................, through the login page to ................ and via messages to its subscribers, it informs them in detail about the risks of code interception and the protective measures they should take, while it also informs them with a special announcement about phishing.', 'start_chunk': 191, 'end_chunk': 459}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1755,What must be dismissed as unfounded?,"{'text': ""For this reason, the plaintiff's assertion that the perpetrators used one-time codes ......, violating the defendant's security systems, must be dismissed as unfounded."", 'start_chunk': 460, 'end_chunk': 566}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1756,How does the plaintiff describe the page she accessed?,"{'text': '...it was established that the plaintiff accessed the fraudulent page, entering her username and password and subsequently the codes ......', 'start_chunk': 95, 'end_chunk': 165}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1757,What methods does the defendant bank use to inform subscribers about risks?,"{'text': '...through its website ......................, through the login page to ................ and via messages to its subscribers, it informs them in detail about the risks of code interception and the protective measures they should take...', 'start_chunk': 237, 'end_chunk': 403}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1758,What does the defendant inform its subscribers about via messages?,"{'reference': 'via messages to its subscribers, it informs them in detail about the risks of code interception and the protective measures they should take', 'start_chunk': 'via messages to its subscribers, it informs them in detail about the risks', 'end_chunk': 'protective measures they should take'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1759,What is the lawsuit dismissed as?,"{'reference': 'Given these circumstances, the lawsuit must be dismissed as fundamentally unfounded.', 'start_chunk': 'Given these circumstances, the lawsuit must be', 'end_chunk': 'dismissed as fundamentally unfounded.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1760,What did the plaintiff assert that the perpetrators used?,"{'reference': ""plaintiff's assertion that the perpetrators used one-time codes"", 'start_chunk': ""plaintiff's assertion that the"", 'end_chunk': 'perpetrators used one-time codes'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1761,What system breaches were indicated when the defendant identified the plaintiff's identity?,"{'reference': 'Without any indication of a breach of its electronic systems, the defendant is not liable', 'start_chunk': 'Without any indication of a', 'end_chunk': 'breach of its electronic systems'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1772-2023.txt,,
1762,What type of court is mentioned?,"{'text': '**Court (Civil/Criminal): Civil**', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1763,Is this a civil or criminal court?,"{'text': '**Court (Civil/Criminal): Civil**', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1764,Which word is used to describe the type of court in the document?,"{'text': '**Court (Civil/Criminal): Civil**', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1765,Is the type of court mentioned Civil or Criminal?,"{'text': '**Court (Civil/Criminal): Civil**', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1766,What is the court case number?,"{'text': 'The court case number is 1234-CV.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1767,Which judge is presiding over the case?,"{'text': 'The Honorable Judge Smith is presiding over the case.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1768,What was the date of the initial court hearing?,"{'text': 'The initial court hearing was held on February 10, 2023.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1769,What relief is the plaintiff seeking?,"{'text': 'The plaintiff is seeking monetary damages and injunction relief.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1770,What is the total amount withdrawn fraudulently?,"{'text': 'On 30/11/2020, the plaintiff fell victim to electronic fraud through the ""phishing"" method, whereby an unknown perpetrator managed to withdraw a total amount of €3,121.75 from the aforementioned credit card.', 'start_chunk': 164, 'end_chunk': 248}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1771,What method was used to commit the electronic fraud?,"{'text': 'On 30/11/2020, the plaintiff fell victim to electronic fraud through the ""phishing"" method, whereby an unknown perpetrator managed to withdraw a total amount of €3,121.75 from the aforementioned credit card.', 'start_chunk': 53, 'end_chunk': 124}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
1772,When did the plaintiff receive the fraudulent email?,"{'text': 'Specifically, the plaintiff received an email at 1:35 PM on 29/11/2020 from sender ...... with address ........, informing him that due to an impending system change, he needed to verify the mobile phone number linked to the credit card, urging him to complete the verification process within the next 24 hours by following a link titled ........; otherwise, his account would be locked for security reasons', 'start_chunk': 249, 'end_chunk': 543}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//Law Cases/Court of Peace of Thessaloniki 1894-2023.txt,,
